item_id,fable,option_a,option_b,option_c,option_d,option_e,correct_idx,correct_moral
morables_513,"A monkey asked a fox to give him a part of her tail so that he could respectably cover up his bare behind. The malicious fox said in reply, 'Even if my tail grew longer than it is now, I would sooner drag it through filth and thorns than share even the smallest part of it with you!'","A greedy man does not gladly give anything away, even when he has enough for himself.",Men would bear their misfortunes more patiently if they considered the ones of others.,Respect is lost when malice prevails.,Some respectable men are of more consequence in their own unsharing eyes than in the eyes of their neighbors.,"True respect is earned, not borrowed.",0,"A greedy man does not gladly give anything away, even when he has enough for himself."
morables_514,"There was a groom who used to sell his horse's barley to the innkeepers and drink all evening long. He would then spend the whole next day combing and currying the horse. The horse said to the groom, 'If you really want me to look good, then don't sell the food that nourishes me!'",Someone who wants to help his friend must give him what is essential and appropriate.,"Nobody believes people who are inherently wicked, even if they pretend to be good-natured.","Neglect breeds folly, wisdom curtails indulgence.",Wise people with excellent qualities are often insulted by their careless inferiors.,Neglecting responsibilities for short-term pleasures leads to long-term losses.,0,Someone who wants to help his friend must give him what is essential and appropriate.
morables_515,"Mercury was once the guest of two women who treated him in a cheap and tawdry manner. One of these women was the mother of an infant still in his cradle, while the other woman was a prostitute. In order to return the women's hospitality as they deserved, Mercury paused on the threshold of their door as he was leaving and said, 'You are gazing upon a god: I am prepared to give you right now whatever it is you want.' The mother beseeched the god to allow her to see her son with a beard as soon as possible, while the prostitute wanted the power to attract anything she touched. Mercury flew away and the women went back inside, where they found the baby with a beard, wailing and screaming. This made the prostitute laugh so hard that her nose filled with snot (as sometimes happens), but when she touched her hand to her nose, the nose followed her hand until it reached all the way down to the floor. In this way the woman who had laughed at someone else ended up being laughed at herself.",Do not ask for more than you deserve.,Wit outshines skill.,Generosity outshines vain desperation.,Only shortsighted and vain untrustworthy people blame the consequences of their own actions on others.,"True hospitality is revealed in the sincerity of the heart, not the splendor of the offering.",0,Do not ask for more than you deserve.
morables_516,"A mouse fell into a pot of broth which had no lid. As he was choking on the grease and gasping for breath he said, 'Well, I have had my fill of eating and drinking and I have stuffed myself with all kinds of fine food: the time has now come for me to die!'",Indulgence in luxuries can lead to peril.,"Save a Thief from the Gallows, and he'll cut your Throat.",Panic clouds judgment.,"Humble, gasping commonalty easily finds safety in choking obscurity.",Opportunities can arise from unexpected predicaments.,0,Indulgence in luxuries can lead to peril.
morables_517,"A pregnant sow lay on the ground, groaning with the pangs of labour. A wolf came running up and offered his assistance, saying that he could play the role of midwife. The sow, however, recognized the deception lurking in the wicked wolf's conniving mind and she rejected his suspicious offer. 'It is enough for me,' said the sow, 'if you will just keep your distance!' If that sow had entrusted herself to the treacherous wolf, she would have wept with the pain of childbirth while bewailing her own demise.",An enemy is most dangerous when offering you help.,Even the strongest can be brought low by unchecked desires.,Vulnerability can be exploited by the unscrupulous.,A wicked and treacherous nature does not produce a good character.,Patience in times of struggle can lead to new beginnings.,0,An enemy is most dangerous when offering you help.
morables_518,"A dishonest prostitute was trying to seduce a young man and he willingly gave himself over to her deceptions, even though she often caused him considerable pain and suffering. The scheming creature would say things like, 'Although many men vie for my favours with gifts, I value you the most of all.' Thinking about how often she had tricked him, the young man remarked, 'I am glad to hear it, my darling - not because I believe you, but because what you say pleases me.'",The things which bring us pleasure can often be hazardous as well.,Those who won't learn from advice must be taught by experience.,Dishonesty breeds suffering.,The true value of money is not in its dishonest possession but in its scheming use.,"Trust is built on actions, not just words.",0,The things which bring us pleasure can often be hazardous as well.
morables_519,"A wolf was walking by a wall, while a ram was peeping over the top, making all kinds of rude remarks. The wolf, gnashing his teeth, replied, 'It is only your situation that makes these insults possible. You yourself have nothing to boast about!'",No one should boast when his prowess is a matter of mere circumstance.,The unjust man is envious of anyone else's good fortune.,Pride and anger lead to downfall.,No one is so contemptible that even an angry or rude person cannot be of use to us in some way.,Those who provoke from a safe distance may still face unforeseen consequences.,0,No one should boast when his prowess is a matter of mere circumstance.
morables_520,"Socrates was being rudely addressed by a slave who had actually seduced his master's wife, a fact which Socrates knew to be familiar to the people who were present. Socrates therefore said to the slave, 'You are pleased with yourself because you are pleasing to someone whom you ought not to please, but don't think you will escape unpunished, because you are not pleasing the person whom you really ought to please!'",No curse weighs more heavily than a guilty conscience.,Only a man who is out of his mind and hated by the gods delights in ugly things as if they were beautiful.,Calm wisdom unveils deceit.,We should live as if we always saw wise Death standing calmly by.,True wisdom often lies in silent understanding.,0,No curse weighs more heavily than a guilty conscience.
morables_521,"A poor man had taken ill and was in very bad shape. When the doctors had given up hope, since he didn't have anything he could pay with, the man called upon the gods and vowed 'O you great and radiant divinities, if you restore my health, I will bring a hundred oxen to you as a sacrifice.' His wife then asked him, 'Where are you going to get a hundred oxen from, if you get well?' The man said to her, 'And do you suppose I am going to ever get out of this bed so that the gods will be able to demand payment?'","People are often quick to make promises, but they do not really expect to have to fulfill them.",Dishonesty can lead to dire consequences.,Desperation can overshadow greatness.,"It's good to be able to laugh at your inquisitive, radiant self.","In times of hardship, the strength of the spirit can be the greatest healer.",0,"People are often quick to make promises, but they do not really expect to have to fulfill them."
morables_522,"A reed got into an argument with an oak tree. The oak tree marvelled at her own strength, boasting that she could stand her own in a battle against the winds. Meanwhile, she condemned the reed for being weak, since he was naturally inclined to yield to every breeze. The wind then began to blow very fiercely. The oak tree was torn up by her roots and toppled over, while the reed was left bent but unharmed.",Those who adapt to the times will emerge unscathed.,True value comes from usefulness.,True strength is often silent.,Fierce obscurity often brings powerful safety.,Pride in one's strength can blind one to nature’s relentless challenges.,0,Those who adapt to the times will emerge unscathed.
morables_523,"A man had rounded up a sow, a goat and a sheep from his farm. While the donkey carried them all to the city, the goat and the sheep settled down quietly, but the sow's screams bothered their chauffeur, so the donkey said to the sow, 'Why on earth can't you go along quietly like the others?' The sow replied, 'The goat is being brought here for her milk, the sheep for his wool, but for me this is a matter of life and death!'",It is easy to be brave when there is no danger.,People who lay traps for others bring about their own destruction.,Quiet strength overcomes fear.,"Whatever happens, we must bear it with quiet, woolly equanimity.",Diverse companions can lead to unexpected harmony.,0,It is easy to be brave when there is no danger.
morables_524,"A lion who had fallen in love with a young woman went to the woman's father to ask for her hand in marriage. The father was afraid to refuse the lion's offer, but asked him first to have his teeth and claws taken out; otherwise the lion could only arouse his daughter's terror. The lion was so in love with the woman that he agreed to the bargain. When the lion came back and approached the farmer, now naked and defenceless, the farmer set upon him with his club, and drove him away into the forest.",Love can blind even the wildest.,A mild disposition can put a stop to vicious behaviour.,Cunning can outwit the aggressive.,Never trust a known deceptive and cunning deceiver.,Love may require sacrifices that challenge one's nature.,0,Love can blind even the wildest.
morables_525,"The cranes were making trouble for the farmer by snatching the seed he had scattered on the ground. There was a stork who associated with the cranes and lived together with them although he never did any harm to the farmer. When the farmer was fed up with the damage being done to his crops, he prepared a snare and captured the stork together with the cranes. Thus the stork was actually held accountable for crimes he had never committed.",You are judged by the company you keep.,Birds of a feather flock together.,Proactive actions prevent unfortunate outcomes.,"If men had all their troublesome wishes, they would be often unfortunately ruined.",Persistent nuisances can inspire creative solutions.,0,You are judged by the company you keep.
morables_526,"A goatherd tried to induce a goat who had strayed from the flock to join the other goats. He was not able to accomplish anything by shouting or whistling, so he threw a rock at the goat, and the rock broke one of her horns. The goatherd begged the goat not to tell the master what had happened, but the goat replied, 'You must be the stupidest goatherd in the world! The horn itself will proclaim the deed, even if I remain silent.'",Do not attempt to hide things which cannot be hid.,Look before you leap.,Carelessness can lead to injury.,Look before you make a careless leap and become injured.,Patience and understanding can guide the wayward back home.,0,Do not attempt to hide things which cannot be hid.
morables_527,"The crab's mother said to him, 'My son, why do you walk in a crooked line when you should be walking straight ahead?' The crab said to her, 'O mother, lead the way, and I will try to walk accordingly.' The crab's mother was unable to walk in a straight line, and her son accused her of being out of her mind.",Example is more powerful than precept.,Contentment with our lot is an element of happiness.,Those who cannot see the path may still guide others astray.,Hypocritical equals make the best accusatory friends.,Even the crooked can find their way when given clear guidance.,0,Example is more powerful than precept.
morables_528,"The kite was sick and had spent many months in bed. When there was no longer any hope of his recovery, he tearfully asked his mother to make the rounds of all the shrines and to offer great vows for his recovery. 'I will do what you want, my son, but I am afraid that I will not succeed. It scares and worries me, my child: since you pillaged all the temples and polluted all the altars, showing no reverence for the holy sacrifices, what can I pray for now on your behalf?'",We must make friends in prosperity if we would have their help in adversity.,Work honestly and you won't be scorned.,Fear often worsens illness.,Irreverent opposites are utterly worried and incompatible.,Patience in adversity can lead to unexpected strength.,0,We must make friends in prosperity if we would have their help in adversity.
morables_529,"A young fawn once said to his Mother, 'You are larger than a dog, and swifter, and more used to running, and you have your horns as a defense; why, then, O Mother! do the hounds frighten you so?' She smiled, and said: 'I know full well, my son, that all you say is true. I have the advantages you mention, but when I hear even the bark of a single dog I feel ready to faint, and fly away as fast as I can.'",A coward by nature will always be a coward.,Good will is worth nothing unless it is accompanied by good acts.,Curiosity can overcome fear.,Understand what you are doing with a curious and inquisitive mind before you do it.,Courage is not solely defined by strength or speed.,0,A coward by nature will always be a coward.
morables_530,"A donkey wanted to appear to be a lion. Since he could not change his nature, he tried to realize his dreams by a change of costume, and like a lion he wreaked havoc on the fruits of the farmers' labour. But when a gust of wind blew up, it stripped the lion bare of his disguise. As soon as the farmers whose crops he had eaten saw that he was just a donkey, they came and clubbed him to death.","Do not be what you are not, nor pretend to be what you are not",Love can blind even the wildest.,Ambition can mask true intentions.,Accept the ambitious changes in protective life.,Assumptions can lead to harsh consequences.,0,"Do not be what you are not, nor pretend to be what you are not"
morables_531,"The wolf paid a visit to the ailing donkey. He began to touch the donkey's body and to ask him in what part of his body he felt the greatest pain. The donkey answered, 'Wherever you touch me!'",The word of a wicked man can never be trusted.,Be yourself and don't pretend to be someone you're not.,Curiosity can be a double-edged sword if not tempered with care.,An inquisitive man is known by the cunning company he keeps.,Compassion can bridge the gap between foes.,0,The word of a wicked man can never be trusted.
morables_532,"The fox lived together with a lion and acted as his servant. She would point out their quarry, while the lion would carry out the actual attack. Whatever the lion was able to catch was then divided between the two of them accordingly. The fox, however, was jealous because the lion got more to eat than she did, so she decided to go hunting on her own instead of just pointing out their quarry to the lion. But when the fox went to seize something from the flock, she was captured and killed by some hunters.",It is better to serve in safety than to rule in peril.,"Fine clothes may disguise, but silly words will disclose a fool.",Jealousy can be a lethal servant.,Take dangerous warning from the lethal misfortunes of others.,Even the cunning may choose to serve the strong.,0,It is better to serve in safety than to rule in peril.
morables_533,"A snake and an eagle were grappling with one another as they fought. The snake had tightened his hold on the eagle when a farmer saw them and freed the eagle from the grip of the snake. The snake was angry about what had happened, so he went and poisoned the man's drinking water. But just as the unsuspecting farmer was about to take a drink, the eagle flew down and snatched the cup out of his hands.",The man who treats others well is rewarded by gratitude.,"Injuries may be forgiven, but not forgotten.",Gratitude shields against vengeance.,"When you are besieged by angry, powerful people, you are subject to vengeful attacks by anyone and everyone.",Even the fiercest rivals can find themselves entangled in mutual struggle.,0,The man who treats others well is rewarded by gratitude.
morables_534,"A bird catcher heard a cricket and thought he was going to make a big catch, estimating its size by the volume of its song. But when he walked up and seized his prey, he discovered that it was worthless.","Pay attention to deeds, not words.",Do not go chasing after things that are useless and unprofitable.,Hope can turn disappointment into strength.,The hopeful life of the poor is often safer than the disappointed life of the rich.,Not all pursuits lead to valuable rewards.,0,"Pay attention to deeds, not words."
morables_535,"A wealthy man wanted to raise a goose and a swan together but for different purposes: the swan was for singing and the goose was for eating. The time came for the goose to meet his appointed fate and have his throat cut. Yet the darkness of nighttime prevented the man from knowing which bird was which. As a result, he grabbed the swan instead of the goose. The swan then declared his true nature by bursting into a swan-song, and thus narrowly escaped from death.","A man cannot be too careful of what he does, where the life of any creature is in question.","The useful is of much more importance and value, than the ornamental.",Silence can be a fortunate ally.,"Those who try to deceive may expect to be paid in their own confused, unfortunate coin.",Intentions shape the value we place on others.,0,"A man cannot be too careful of what he does, where the life of any creature is in question."
morables_536,"Some honeybees were making honey in the hollow of an oak tree. A shepherd discovered the bees' work and attempted to carry away some of the honey. The honeybees flew all around him, stinging the man with their stings. In the end the shepherd exclaimed, 'I give up! I don't need the honey if it means dealing with the bees.'",Trouble awaits you if you pursue ill-gotten gains.,Don't be greedy.,Greed can defeat the protective.,There's a protective time for work and a defeated time for play.,Even the smallest creatures can create great sweetness through cooperation.,0,Trouble awaits you if you pursue ill-gotten gains.
morables_537,"A Thief hired a room in a tavern and stayed a while in the hope of stealing something which should enable him to pay his reckoning. When he had waited some days in vain, he saw the Innkeeper dressed in a new and handsome coat and sitting before his door. The Thief sat down beside him and talked with him. As the conversation began to flag, the Thief yawned terribly and at the same time howled like a wolf. The Innkeeper said, 'Why do you howl so fearfully?' 'I will tell you,' said the Thief, 'but first let me ask you to hold my clothes, or I shall tear them to pieces. I know not, sir, when I got this habit of yawning, nor whether these attacks of howling were inflicted on me as a judgment for my crimes, or for any other cause; but this I do know, that when I yawn for the third time, I actually turn into a wolf and attack men.' With this speech he commenced a second fit of yawning and again howled like a wolf, as he had at first. The Innkeeper. hearing his tale and believing what he said, became greatly alarmed and, rising from his seat, attempted to run away. The Thief laid hold of his coat and entreated him to stop, saying, 'Pray wait, sir, and hold my clothes, or I shall tear them to pieces in my fury, when I turn into a wolf.' At the same moment he yawned the third time and set up a terrible howl. The Innkeeper, frightened lest he should be attacked, left his new coat in the Thief's hand and ran as fast as he could into the inn for safety. The Thief made off with the coat and did not return again to the inn.",Every tale is not to be believed.,Beware those who value their gain more than their love.,Deceit and cowardice lead to ruin.,"Consider all, both the cunning and the gullible, before you judge.",Patience without action yields no reward.,0,Every tale is not to be believed.
morables_538,"The doves kept having to run away from the kite, eluding death on the swiftness of their wings. The rapacious kite then decided to try some deceptive advice, fooling the defenceless flock by means of a trick. 'Why do you prefer this anxious way of life,' he asked, 'when instead you could strike up an agreement with me and make me your king, so that I would keep you safe from all possible danger?' The doves were persuaded by the kite's advice and turned themselves over to his care. But as soon as he was made king, the kite began to feast on his subjects one by one, wielding supreme authority with the fierceness of his talons. Then one of the survivors said, 'This is the punishment we deserve, since we put our lives in the hands of this thieving villain!'","The person who turns to a dishonest scoundrel for help in times of trouble will be ruined, not rescued.",Don't take on more than you can accomplish.,The rapacious often prey on the defenceless.,"The anxious useful is of much more importance and deceptive value, than the ornamental.",Cunning can be more perilous than strength.,0,"The person who turns to a dishonest scoundrel for help in times of trouble will be ruined, not rescued."
morables_539,"There was a certain married man who loved his wife very much and whose son was almost old enough to assume the white toga of manhood. However, one of the man's freedmen was hoping to be appointed as the man's immediate heir, so he called the man aside and lied at great length about the man's son and even more about the bad behaviour of his faithful wife. Finally, he added something that he realized would cause the greatest possible pain to a loving husband: the man's wife was being visited, said the freedman, by an adulterer, thus defiling the reputation of the house with acts of moral turpitude. The man was outraged at the thought of his wife's supposed crimes, so he pretended to make a trip to the countryside, while secretly hiding in town. Then all of a sudden he came home in the night and headed straight for his wife's bedroom. His wife, meanwhile, had ordered their son to sleep in her bed so that she could keep a close eye on him now that he had grown older. While the servants ran here and there looking for a light, the man was no longer able to hold back his explosive outburst of anger. He approached the bed and felt a head there in the dark. When he detected a man's haircut, he plunged his sword through the man's chest, thinking of nothing but avenging his grief. When the lantern was brought, he saw both his son and his noble wife sleeping there next to him. Deep in sleep, his wife was not even aware of what had happened. The man then punished himself in full for the crime he had committed by falling upon the sword he had drawn in his own readiness to believe the worst. Informers pressed charges against the woman and she was taken away to Rome to be tried in court. Although guilty of no crime, she was plagued by jealous suspicions about her taking possession of the family's property. Her advocates stood by her, stoutly defending the claims of this innocent woman. The judges then asked the divine Augustus to help them faithfully carry out their sworn duty, since the complexity of the crime had them baffled. Augustus first dispelled the darkness of the unfair charges laid against the woman and then revealed the true explanation of what had happened, as he pronounced the following sentence: 'Let the freedman who was the cause of this wickedness be punished! Meanwhile, I decree that the woman who has both lost her son and been deprived of her husband should receive our pity rather than our condemnation. If the father had fully investigated the alleged crimes and carefully sifted through the lies, he would not have brought utter ruin upon his house with this appalling crime.'","It is dangerous to believe a story, and dangerous not to believe it.",Not all things are suitable for all people.,Even the innocent can be deceived.,Noble true value comes from helpful usefulness.,Deception thrives where trust is absent.,0,"It is dangerous to believe a story, and dangerous not to believe it."
morables_540,"A certain man left three daughters at his death. One daughter was very beautiful and always chasing after men with her eyes. Another daughter was the frugal type with country virtues, always spinning wool. The third daughter was quite ugly and entirely given over to the bottle. The old man had named the mother of the girls as his heir under the condition that she distribute his entire fortune to the three girls equally, but in the following manner: first, 'Let them not possess nor enjoy what they have been given,' and second, 'As soon as they will have given up the property which they receive, let them bestow a hundred thousand sesterces on their mother.' Gossip filled the city of Athens, and the mother diligently consulted expert lawyers but none could explain to her how the daughters could not possess what was given to them or how they might not enjoy its benefits; likewise they could not say how girls who had nothing would be able to pay such a sum of money to their mother. A great deal of time had been lost in delaying, and still the meaning of the will could not be grasped, so the mother put the law aside and appealed to common sense. To the lascivious daughter, she gave the women's clothes and baubles, along with the silver ewers and beardless eunuchs; the spinster received the fields and the flocks, the country estate and farm hands, along with the cattle and draft animals and farming tools; and for the hard-drinking daughter there was a cellar filled with casks of vintage wine, an elegant house, and pleasant little gardens. The mother was about to give the designated goods to each daughter with the public's general approval (since they were all well acquainted with the daughters' proclivities), when Aesop suddenly appeared in the midst of the crowd and said, 'If only the father were aware of what is happening, he would be turning in his grave at the inability of the Athenians to understand his will!' When asked to explain himself, Aesop corrected the mistake that they had all made and told them, 'Assign the house with its furnishings and lovely gardens and the aged wine to the spinster who lives in the countryside; give the dress and the pearls and the attendants and so on to the ugly creature who boozes her days away; and then give the fields and the country estate with the sheep and the shepherds to the slut. None of them will be able to stand having things which are alien to their way of life. The ugly daughter will sell all the finery to supply herself with wine; the slut will get rid of the fields so that she can supply herself with fripperies; and the one who loves the flocks and is devoted to spinning will not hesitate to sell the opulent estate. In this way no daughter will possess what has been given to her, and each of them will bestow on their mother the specified sum from the proceeds of the sale.'",Often there is more good to be found in one man than in a crowd of people.,Honor the customs of the household you enter.,Virtue and wisdom are more valuable than outward appearances.,Diligently telling the truth can sometimes be dangerous.,Fairness in legacy reveals the worth of each unique life.,0,Often there is more good to be found in one man than in a crowd of people.
morables_541,"Some castrated sheep had been gathered together in a flock with the rams. Although the sheep realized that the butcher had come into the flock, they pretended not to see him. Even when they saw one of their own seized by the butcher's deadly hands and taken away to be slaughtered, still the sheep were not afraid. Foolishly, they said to one another, 'He keeps his hands off me, he keeps his hands off you; let him take whom he takes.' In the end, there was only one sheep left. This is what he reportedly said to the butcher when he saw that he too was about to be taken away: 'We deserve to be slaughtered one after another since we didn't realize what was happening until it was too late. The fact is, as soon as we saw you here in our midst, back when we were all together, we should have killed you at once by smashing you between our horns.'","If you don't speak out for others, there will be nobody left to speak out for you.",Do not be in a hurry to change one evil for another.,"Facing the truth, however painful, is the path to wisdom.",An insightful speaker can deftly turn the passive insults of his enemies into compliments.,Fitting in with the mighty doesn't always shield the vulnerable.,0,"If you don't speak out for others, there will be nobody left to speak out for you."
morables_542,"It was springtime and various species of birds were sitting happily in their nests, hidden among the branches. They happened to notice a bird catcher who was assembling his reeds, coating the long rod with birdlime. When they saw that the man had tears in his eyes, those ignorant and foolish birds began to say to one another, 'We can see that this man must be extremely kind, since his great sensitivity makes him burst into tears whenever he looks at us.' One of the birds who was wiser than the rest, being experienced in all the bird catcher's tricks, is supposed to have said, 'Oh no! Run away, you foolish and innocent birds! Save yourselves from this trap! I beg you to fly as fast as you can up high in the sky, making good use of your wings. If you want to know the truth, look carefully at what he is doing: you will see that he is planning to catch some of us in his snare, and once we are caught he will kill us or strangle us and carry us off in that basket.'",Tears don't always signify pity.,People who lay traps for others should be careful not to fall into a trap themselves.,Wisdom sees through deception.,"He who does not conform to wise courtesy, mostly pays the penalty of his foolish conceited behaviour.",Awareness of danger can unite even the most diverse groups.,0,Tears don't always signify pity.
morables_543,"There were three goats who saw a terrified horse running away from a lion. The goats made fun of the horse, and the horse replied, 'O you hopeless fools, if only you knew who was chasing me! Then you would be just as terrified as I am.'",People with excellent qualities are often insulted by their inferiors.,We must not require what is unreasonable.,Awareness dispels ignorant fear.,"Do not be a mocking version of what you are not, nor pretend to be an ignorant version of what you are not.","Courage is not the absence of fear, but the choice to face it together.",0,People with excellent qualities are often insulted by their inferiors.
morables_544,"A traveller was walking along and found a sword lying in the road. He said to the sword, 'Who lost you?' The weapon replied, 'One man has lost me, but I have caused the loss of many a man!'","A bad man can come to ruin, but he is able to harm many other people first.","It is dangerous to believe a story, and dangerous not to believe it.",Curiosity can lead to peril.,"Curious men who are wickedly inclined will not stop their dangerous behavior, no matter who observant urges them to do so.","What you find may change your path, but how you use it defines your journey.",0,"A bad man can come to ruin, but he is able to harm many other people first."
morables_545,"Driven by thirst, a Wolf and a Lamb had come to the same stream; the Wolf stood above, and the Lamb at a distance below. Then, the spoiler, prompted by a ravenous maw, alleged a pretext for a quarrel. 'Why,' said he, 'have you made the water muddy for me while I am drinking?' The Fleece-bearer, trembling, answered: 'Prithee, Wolf, how can I do what you complain of? The water is flowing downwards from you to where I am drinking.' The other, disconcerted by the force of truth, exclaimed: 'Six months ago, you slandered me.' 'Indeed,' answered the Lamb, 'I was not born then.' 'By Hercules,' said the Wolf, 'then 'twas your father slandered me;' and so, snatching him up, he tore him to pieces, killing him unjustly.",Any excuse will serve a tyrant.,"When people won't listen to reason through kind means, they must be made to understand through harsh ones.",Innocence can tremble before injustice.,Unjust men often condemn innocent others for what they see no wrong in doing themselves.,Blame should not be inherited without evidence.,0,Any excuse will serve a tyrant.
morables_546,"A man seeing an Ape hanging up at a Butcher's among the rest of his commodities and provisions, enquired how it might taste; on which the Butcher, joking, replied: 'Just as the head is, such, I warrant, is the taste.' This I deem to be said more facetiously than correctly; for on the one hand I have often found the good-looking to be very knaves, and on the other I have known many with ugly features to be most worthy men.",Don't judge character by appearance.,Do not neglect the loyalty of old friends to please new acquaintances.,Curiosity can commodify the truth.,Those who neglect their own curious affairs while inquiring in others' lives often reveal their own shortcomings.,Curiosity can lead to unexpected revelations.,0,Don't judge character by appearance.
morables_547,"A Wolf, quite starved with hunger, chanced to meet a well-fed Dog, and as they stopped to salute each other, 'Pray,' said the Wolf, 'how is it that you are so sleek? or on what food have you made so much flesh? I, who am far stronger, am perishing with hunger.' The Dog frankly replied: 'You may enjoy the same condition, if you can render the like service to your master.' 'What is it?' said the other. 'To be the guardian of his threshold, and to protect the house from thieves at night.' 'I am quite ready for that,' said the Wolf; 'at present I have to endure snow and showers, dragging on a wretched existence in the woods. How much more pleasant for me to be living under a roof, and, at my ease, to be stuffed with plenty of victuals.' 'Come along, then, with me,' said the Dog. As they were going along, the Wolf observed the neck of the Dog, where it was worn with the chain. 'Whence comes this, my friend?' 'Oh, it is nothing.' 'Do tell me, though.' 'Because I appear to be fierce, they fasten me up in the day-time, that I may be quiet when it is light, and watch when night comes; unchained at midnight, I wander wherever I please. Bread is brought me without my asking; from his own table my master gives me bones; the servants throw me bits, and whatever dainties each person leaves; thus, without trouble on my part, is my belly filled.' 'Well, if you have a mind to go anywhere, are you at liberty?' 'Certainly not,' replied the Dog. 'Then, Dog, enjoy what you boast of; I would not be a king, to lose my liberty.'",There is nothing more valuable than liberty.,Every Season has its own work.,Strength is wasted when chained.,Starved rewards do not always accompany a strong lifetime of good work.,Comfort often comes with its own chains.,0,There is nothing more valuable than liberty.
morables_548,"While a Wild Boar was wallowing, he muddied the shallow water, at which a Horse had been in the habit of quenching his thirst. Upon this, a disagreement arose. The Horse, enraged with the beast, sought the aid of man, and, raising him on his back, returned against the foe. After the Horseman, hurling his javelins, had slain the Boar, he is said to have spoken thus: 'I am glad that I gave assistance at your entreaties, for I have captured a prey, and have learned how useful you are;' and so compelled him, unwilling as he was, to submit to the rein. Then said the Horse, sorrowing: 'Fool that I am! while seeking to revenge a trifling matter, I have met with slavery.'","It is better to be injured with impunity, than to put ourselves in the power of another.",Each stage of life has its own gifts.,Assisting others calms rage.,"The enraged, loud-mouthed boaster does not impress nor frighten those who know his compelling nature.",Shared resources require mutual respect.,0,"It is better to be injured with impunity, than to put ourselves in the power of another."
morables_549,"When the Mice, overcome by the army of the Weasels, (whose History is painted in our taverns), took to flight, and crowded in trepidation about their narrow lurking-holes, with difficulty getting in, they managed, however, to escape death. Their Leaders, who had fastened horns to their heads, in order that they might have a conspicuous sign for their troops to follow in battle, stuck fast at the entrance, and were captured by the enemy. The victor, sacrificing them with greedy teeth, plunged them into the Tartarean recesses of his capacious paunch.",Humble commonalty easily finds safety in obscurity.,Do not always stick to the same course.,Greed can capture the victorious.,Relying too much on narrow subordinates can lead to unintended consequences.,"In times of crisis, adaptability can be a greater asset than pride.",0,Humble commonalty easily finds safety in obscurity.
morables_550,"Every man, according to an ancient legend, is born into the world with two bags suspended from his neck: all bags in front full of his neighbors' faults, and a large bag behind filled with his own faults. Hence it is that men are quick to see the faults of others, and yet are often blind to their own failings.","We are not able to see our own faults: but as soon as others make a slip, we are ready to censure.",A life of greed and hoarding wealth leads to misery.,Blind judgment leads to error.,Blind talking is a waste of time when you can simply provide a judgmental demonstration.,"We carry our strengths and weaknesses, shaping our journey through life.",0,"We are not able to see our own faults: but as soon as others make a slip, we are ready to censure."
morables_551,"The Dogs once sent Ambassadors to Jupiter, to entreat of him a happier lot in life, and that he would deliver them from the insulting treatment of man, who gave them bread mixed with bran, and satisfied their most urgent hunger with filthy offal. The ambassadors set out, but with no hasty steps, while snuffing with their nostrils for food in every filth. Being summoned, they fail to make their appearance. After some difficulty Mercury finds them at last, and brings them  up in confusion. As soon, however, as they saw the countenance of mighty Jove, in their fright they bewrayed the whole palace. Out they go, driven away with sticks; but great Jove forbade that they should be sent back. The Dogs, wondering that their Ambassadors did not return, and suspecting that they had committed something disgraceful, after a while ordered others to be appointed to aid them. Rumour soon betrayed the former Ambassadors. Dreading that something of a similar nature may happen a second time, they stuff the Dogs behind with perfumes, and plenty of them. They give their directions; the Ambassadors are dispatched; at once they take their departure. They beg for an audience, and forthwith obtain it. Then did the most mighty Father of the Gods take his seat on his throne, and brandish his thunders; all things began to shake. The Dogs in alarm, so sudden was the crash, in a moment let fall the perfumes with their dung. All cry out, that the affront must be avenged. But before proceeding to punishment, thus spoke Jupiter:- 'It is not for a King to send Ambassadors away, nor is it a difficult matter to inflict a proper punishment on the offence; but by way of judgment this is the reward you shall have. I don't forbid their return, but they shall be famished with hunger, lest they be not able to keep their stomachs in order. And as for those who sent such despicable Ambassadors as you, they shall never be free from the insults of man.' And so it is, that even now the Dogs of the present day are in expectation of their Ambassadors. When one of them sees a strange Dog appear, he snuffs at his tail.",Choosing unworthy representatives can lead to humiliation and ongoing disrespect for the entire group.,We must not require what is unreasonable.,Even the mighty can be disgraced by betrayal.,Not all judgmental things are suitable for all helpful people.,A lack of focus can derail even the most important missions.,0,Choosing unworthy representatives can lead to humiliation and ongoing disrespect for the entire group.
